"id","repository_name","url","namespace_identifier"
3630,Max Planck Society eDoc Server,http://edoc.mpg.de/ac_oai.pl,edoc.mpg.de
3631,MAXWELL,https://www.maxwell.vrac.puc-rio.br/ibict.php,""
3632,Małopolska Digital Library,http://mbc.malopolska.pl/dlibra/oai-pmh-repository.xml,mbc.malopolska.pl
3633,Małopolska Digital Library,http://mbc.malopolska.pl/oai-pmh-repository.xml,mbc.malopolska.pl
3634,MC Law Digital Commons,https://dc.law.mc.edu/do/oai/,dc.law.mc.edu
3635,"McGill University's Institutional Repository, eScholarship@McGill",http://digitool.library.mcgill.ca/OAI-PUB,digitool.library.mcgill.ca
3636,"McGill University's Institutional Repository, eScholarship@McGill",http://digitool.library.mcgill.ca:8881/OAI-PUB,digitool.library.mcgill.ca
3637,mdw repository,http://repo.mdw.ac.at/cgi-bin/OAI-XMLFile-2.1/XMLFile/mdw/oai.pl,""
3638,MDX (Materials Docents en Xarxa) ,http://oai.mdx.cat/request,mdx.cat
3639,Mechanova,http://publication.petra.ac.id/index.php/teknik-mesin/oai,oai.student-journals
3640,"Mechatronics, Electrical Power, and Vehicular Technology",http://mevjournal.com/index.php/mev/oai,ojs.pkp.sfu.ca
3641,Mecánica Computacional,http://www.cimec.org.ar/ojs/index.php/mc/oai,ojs.www.cimec.org.ar
3642,MedCrave,https://medcrave.org/index.php/index/oai,oai.medcrave.org
3643,MedCrave,http://medcraveonline.com/oai/oai2.php,""
3644,MedCrave Group,https://pdfs.medcraveonline.com/index.php/index/oai,oai.pdfs.medcraveonline.com
3645,Media & Jornalismo,http://revcom2.portcom.intercom.org.br/index.php/mediajornalismo/oai,ojs.portcom.intercom.org.br
3646,Media and Communication,http://www.cogitatiopress.com/ojs/index.php/mediaandcommunication/oai,ojs.cogitatiopress.com
3647,Media and Environment,https://mediaenviron.org/jms/index.php/up/oai/,ojs.mediaenviron.org
3648,MEDIA ILMIAH TEKNIK LINGKUNGAN,http://journal.umpalangkaraya.ac.id/index.php/mitl/oai,journal.umpalangkaraya.ac.id
3649,MEDIA ILMIAH TEKNIK SIPIL,http://journal.umpalangkaraya.ac.id/index.php/mits/oai,journal.umpalangkaraya.ac.id
3650,Media Keperawatan:Politeknik Kesehatan Makassar,http://journal.poltekkes-mks.ac.id/ojs2/index.php/mediakeperawatan/oai,ojs.journal.poltekkes-mks.ac.id
3651,Media Mahardhika,http://ojs.stiemahardhika.ac.id/index.php/mahardika/oai,ojs2.ojs.stiemahardhika.ac.id
3652,"Media Riset Akuntansi, Auditing dan Informasi",http://www.trijurnal.lemlit.trisakti.ac.id/index.php/mraai/oai,ojs.www.trijurnal.lemlit.trisakti.ac.id
3653,Media Riset Bisnis & Manajemen,http://www.trijurnal.lemlit.trisakti.ac.id/index.php/mrbm/oai,ojs.www.trijurnal.lemlit.trisakti.ac.id
3654,Media SuUB Bremen,https://media.suub.uni-bremen.de/oai/request,media.suub.uni-bremen.de
3655,Media Syari'ah,http://www.mediasyariahjurnal.com/index.php/MedSyar/oai,ojs.www.mediasyariahjurnal.com
3656,Media Wisata,http://jurnal.ampta.ac.id/index.php/MWS/oai,ojs2.localhost
3657,media/rep/,https://mediarep.org/oai/request,mediarep.org
3658,"Mediamusic, electronic scientific magazine",http://ojs.mediamusic-journal.com/index.php/Mediamusic/oai,ojs.ojs.mediamusic-journal.com
3659,Mediateca INAH - Instituto Nacional de Antropología e Historia,http://mediateca.inah.gob.mx/islandora_74/oai2,mediateca.inah.gob.mx
3660,MediaTrend,http://journal.trunojoyo.ac.id/mediatrend/oai.,ojs.journal.trunojoyo.ac.id
3661,Mediações - Revista de Ciências Sociais,http://www.uel.br/revistas/uel/index.php/mediacoes/oai,ojs.www.uel.br
3662,"Medical Hypothesis, Discovery & Innovation Ophthalmology Journal",http://mehdijournal.com/index.php/mehdi/oai,www.mehdijournal.com
3663,Medical Informatics and Engineering,http://ojs.tdmu.edu.ua/index.php/here/oai,ojs.tdmu.edu.ua
3664,Medical Journal of Indonesia,http://mji.ui.ac.id/journal/index.php/mji/oai,ojs.mji.ui.ac.id
3665,Medicina e Investigación Universidad Autónoma del Estado de México,https://medicinainvestigacion.uaemex.mx/oai,ojs.hemeroteca.uaemex.mx
3666,Medicni perspektivi (Medical perspectives),http://journals.uran.ua/index.php/2307-0404/oai,ojs.journals.uran.ua
3667,MedienPädagogik: Zeitschrift für Theorie und Praxis der Medienbildung,http://www.medienpaed.com/oai,medienpaed.com
3668,MedienPädagogik: Zeitschrift für Theorie und Praxis der Medienbildung,https://www.medienpaed.com/oai,medienpaed.com
3669,Medimay,http://revcmhabana.sld.cu/index.php/rcmh/oai,www.medimay.sld.cu
3670,Mediterranean Journal of Social Sciences,http://www.mcser.org/journal/index.php/mjss/oai,ojs.mcser.org
3671,Medknow Publicatiions,http://www.medknow.com/oai2/,medknow.com
3672,MedNEXT Journal of Medical and Health Sciences,https://mednext.zotarellifilhoscientificworks.com/index.php/mednext/oai,ojs2.mednext.zotarellifilhoscientificworks.com
3673,Meiji Gakuin University Institutional Repository,http://repository.meijigakuin.ac.jp/dspace-oai/request,""
3674,Meiji Repository,http://m-repo.lib.meiji.ac.jp/dspace-oai/request,""
3675,Meisei University Academic Institutional Repository,http://meisei.repo.nii.ac.jp/oai,""
3676,MELINTAS,http://journal.unpar.ac.id/index.php/melintas/oai,ojs.journal.unpar.ac.id
3677,"Memoria Academica - FaHCE, UNLP",http://www.memoria.fahce.unlp.edu.ar/oaiserver.cgi,""
3678,"Memoria Cientifica y Academica de la Universidad de Carabobo, todo el quehacer universitario en sus manos.",http://riuc.bc.uc.edu.ve/oai/request,""
3679,"Memoria Cientifica y Academica de la Universidad de Carabobo, todo el quehacer universitario en sus manos.",http://www.riuc.bc.uc.edu.ve/oai/request,""
3680,Memorial University Libraries - Electronic Journals,http://journals.library.mun.ca/ojs/index.php/index/oai,ojs.journals.library.mun.ca
3681,Memorias del Instituto de Investigaciones en Ciencias de la Salud,http://revistascientificas.una.py/index.php/RIIC/oai,ojs.docs.bc.una.py
3682,Memòria Digital de Catalunya,http://mdc.csuc.cat/oai/oai.php,""
3683,Mendelu Repository,https://repozitar.mendelu.cz/oai/request,repozitar.mendelu.cz
3684,Mendive,http://mendive.upr.edu.cu/index.php/MendiveUPR/oai,mendive.upr.edu.cu
3685,Mercer Law School Digital Commons,https://digitalcommons.law.mercer.edu/do/oai/,digitalcommons.law.mercer.edu
3686,Mersin Üniversitesi Açık Erişim Sistemi,http://mersin.mitosweb.com/services_oai2/,""
3687,META'12,http://metaconferences.org/ocs/index.php/META/index/oai,meta.metaconferences.net
3688,Metabiblioteca-Biblioteca Digital Libros Abiertos,http://libros.metabiblioteca.org/oai/request,""
3689,Metallurgical and Materials Engineering,https://metall-mater-eng.com/index.php/index/oai,ojs.localhost
3690,Metaphysics,https://metaphysicsjournal.com/jms/index.php/up/oai/,ojs.metaphysicsjournal.com
3691,METASASTRA: Jurnal Penelitian Sastra,http://ejurnalbalaibahasa.id/index.php/metasastra/oai,ojs.ejurnalbalaibahasa.id
3692,Middle East Technical University Library E-Thesis OAI Data Provider,http://etd.lib.metu.edu.tr/oai/oai2.php,""
3693,Mikarimin. Revista Científica Multidisciplinaria. ISSN en trámite,http://186.46.158.26/ojs/index.php/mikarimin/oai,ojs.uniandesonline.edu.ec
3694,Mimar Sinan Fine Arts University Institutional Repository,http://acikerisim.msgsu.edu.tr/oai/request,acikerisim.msgu.edu.tr
3695,Mimasaka University & Mimasaka Junior College Repository,http://mimasaka.repo.nii.ac.jp/oai,""
3696,MIMBAR AGRIBISNIS: Jurnal Pemikiran Masyarakat Ilmiah Berwawasan Agribisnis,http://jurnal.unigal.ac.id/index.php/mimbaragribisnis/oai,oai.jurnal.unigal.ac.id
3697,MIMS EPrints,http://eprints.ma.man.ac.uk/perl/oai2,eprints.ma.man.ac.uk.MIMS.EPrints
3698,MIMS Eprints,http://eprints.maths.manchester.ac.uk/cgi/oai2,eprints.maths.manchester.ac.uk.MIMS.EPrints
3699,MINDS @ UW,http://minds.wisconsin.edu/oai/request,minds.wisconsin.edu
3700,Minority Health and Health Equity Archive,http://health-equity.pitt.edu/cgi/oai2,health-equity.pitt.edu
3701,Miqot Jurnal Ilmu-ilmu Keislaman,http://jurnalmiqotojs.uinsu.ac.id/index.php/index/oai,jurnalmiqotojs.uinsu.ac.id
3702,Miscelánea de Estudios Árabes y Hebraicos. Sección Hebreo,http://www.meahhebreo.com/index.php/index/oai,ojs.meahhebreo.com
3703,Mitchell Hamline Open Access,https://open.mitchellhamline.edu/do/oai/,open.mitchellhamline.edu
3704,Mitteilungen der GDM,http://ojs.didaktik-der-mathematik.de/index.php/mgdm/oai,ojs.avohns75.myqnapcloud.com
3705,MIUSE: Mie University Scholarly E-collections,http://miuse.mie-u.ac.jp/dspace-oai/request,""
3706,MIX Sustentável,https://ojs.sites.ufsc.br/index.php/mixsustentavel/oai,ojs.sites.ufsc.br
3707,MIX: JURNAL ILMIAH MANAJEMEN,http://publikasi.mercubuana.ac.id/index.php/Jurnal_Mix/oai,ojs.publikasi.mercubuana.ac.id
3708,Miyagi University of Education Repository,http://mue.repo.nii.ac.jp/oai,""
3709,Mizani,http://ejournal.iainbengkulu.ac.id/index.php/mizani/oai,ojs.ejournal.iainbengkulu.ac.id
3710,Mizani,http://ejurnal.iainbengkulu.ac.id/index.php/miz/oai,ojs.ejurnal.iainbengkulu.ac.id
3711,ModaPalavra e-periódico,http://www.revistas.udesc.br/index.php/modapalavra/oai,ojs.revistas.udesc.br
3712,Modern engineering and innovative technologies,https://www.moderntechno.de/index.php/meit/oai,sw.www.moderntechno.de
3713,Modern scientific researches,https://www.modscires.pro/index.php/msr/oai,sw.www.modscires.pro
3714,Molecular and Cellular Biomedical Sciences,http://cellbiopharm.com/ojs/index.php/MCBS/oai,ojs.cellbiopharm.com
3715,Molecular and Cellular Biomedical Sciences,https://cellbiopharm.com/ojs/index.php/MCBS/oai,ojs.cellbiopharm.com
3716,Molecular and Cellular Biomedical Sciences,http://www.cellbiopharm.com/ojs/index.php/MCBS/oai,ojs.www.cellbiopharm.com
3717,Moment Dergi,http://www.momentdergi.org/index.php/momentdergi/oai,ojs.momentdergi.org
3718,Momentum : Jurnal Sosial dan Keagamaan,https://ejournal.stib.ac.id/index.php/mmt/oai,ojs2.ejournal.stib.ac.id
3719,MONAS: Jurnal Inovasi Aparatur,http://e-journal.bpsdm.jakarta.go.id/monas/oai,e-journal.bpsdm.jakarta.go.id
3720,MONAS: Jurnal Inovasi Aparatur,http://ejournal-bpsdm.jakarta.go.id/monas/oai,e-journal.bpsdm.jakarta.go.id
3721,Monas: Jurnal Inovasi Aparatur,https://ejournal-bpsdm.jakarta.go.id/index.php/monas/oai,ojs2.ejournal-bpsdm.jakarta.go.id
3722,Monash University ePrint Repository,http://eprint.monash.edu.au/perl/oai2,Monash.OAI
3723,Montclair State University Digital Commons,https://digitalcommons.montclair.edu/do/oai/,digitalcommons.montclair.edu
3724,Moodle Research Library,http://research.moodle.net/cgi/oai2,research.moodle.net
3725,MORALITY : Jurnal Ilmu Hukum,http://jurnal.upgriplk.ac.id/index.php/morality/oai,jurnal.upgriplk.ac.id
3726,Moravská zemská knihovna,https://kramerius.mzk.cz/oai/,kramerius.mzk.cz
3727,MoreThesis,http://morethesis.unimore.it/ETD-db/NDLTD-OAI/oai.pl,morethesis.unimore.it
3728,Mormons and their Neighbors,http://hbllmedia.lib.byu.edu/test/PhpOai2/oai/oai2.php,""
3729,Mosaic,https://mosaic.messiah.edu/do/oai/,mosaic.messiah.edu
3730,MOSF Journal of Science Fiction,http://publish.lib.umd.edu/scifi/oai,ojs.publish.lib.umd.edu
3731,Mosiraha: Jurnal Pengabdian Farmasi,https://jpfi.uho.ac.id/index.php/journal/oai,ojs2.jpfi.uho.ac.id
3732,"Motivational Interviewing: Training, Research, Implementation, Practice",http://www.mitrip.org/ojs/index.php/mitrip/oai,ojs.mitrip.library.pitt.edu
3733,MOTRICIDADES: Revista da Sociedade de Pesquisa Qualitativa em Motricidade Humana,http://www.motricidades.org/journal/index.php/journal/oai,ojs.www.motricidades.com.br
3734,Mount Kenya University Institutional Repository,http://erepository.mku.ac.ke/oai/request,erepository.mku.ac.ke
3735,Mount Royal Open Access Repository (MROAR),https://mru.arcabc.ca/oai2,mru.arcabc.ca
3736,Mount Royal University Institutional Repository,http://mruir.mtroyal.ca/oai/request,""
3737,Mountain Forum,http://www.mtnforum.org/oai2,""
3738,Moving the Social,http://moving-the-social.ub.rub.de/index.php/Moving_the_social/oai,ojs.ojs2.ub.rub.de
3739,MRU Journal System,http://mrujs.mtroyal.ca/index.php/index/oai,ojs.mrujs.mtroyal.ca
3740,MSC - Masculinities & Social Change,http://hipatiapress.com/hpjournals/index.php/mcs/oai,journals.hipatiapress.com
3741,MSSTATE Electronic Thesis and Disseration,http://sun.library.msstate.edu/ETD-db/NDLTD-OAI/oai.pl,library.msstate.edu
3742,Muallimuna Jurnal Madrasah Ibtidaiyah,http://ojs.uniska.ac.id/index.php/muallimuna/oai,ojs.uniska.ac.id
3743,MUAMALAH : Jurnal Hukum Ekonomi Syariah,http://ejournal.stai-muarabulian.ac.id/index.php/MUAMALAH/oai,ojs.ejournal.stai-muarabulian.ac.id
3744,MUDRA,http://jurnal.isi-dps.ac.id/index.php/mudra/oai,ojs.jurnal.isi-dps.ac.id
3745,Multidisciplinary Digital Publishing Institute,http://oai.mdpi.com/oai/oai2.php,""
3746,MULTIMED Revista Médica Granma,http://www.revmultimed.sld.cu/index.php/mtm/oai,ojs.www.revmultimed.sld.cu
3747,Mundo Agrario,http://mundoagrario.unlp.edu.ar/index.php/mundoagrario/oai,ojs.revistas.fahce.unlp.edu.ar
3748,MUNDUS - UK Missionary collections,http://www.mundus.ac.uk/cgi-bin/oai/OAI2.0,mundus.ac.uk
3749,Munich Personal RePEc Archive,http://mpra.ub.uni-muenchen.de/perl/oai2,mpra.ub.uni-muenchen.de
3750,Munin,http://www.ub.uit.no/munin-oai/request,""
3751,Munster Women Writers,https://munsterwomenwriters.joanofarchives.com/oai-pmh-repository/request,munsterwomenwriters.joanofarchives.com
3752,Murdoch Research Repository,http://researchrepository.murdoch.edu.au/cgi/oai2,researchrepository.murdoch.edu.au
3753,Muroran Institute of Technology Academic Resources Archive,http://muroran-it.repo.nii.ac.jp/oai,""
3754,Murray State's Digital Commons,https://digitalcommons.murraystate.edu/do/oai/,digitalcommons.murraystate.edu
3755,Muróbbî: Jurnal Ilmu Pendidikan,http://jurnal.iaibafa.ac.id/index.php/murobbi/oai,ojs2.jurnal.iaibafa.ac.id
3756,Mus Alparslan University Institutional Repository,http://akademikarsiv.alparslan.edu.tr/oai/request,akademikarsiv.alparslan.edu.tr
3757,Musamus Journal of Civil Engineering,https://ejournal.unmus.ac.id/index.php/civil/oai,ojs.ejournal.unmus.ac.id
3758,Museo Virtual Felix Cañada,http://museovirtualfelixcanada.digibis.com/oai,museo.felixcanada.es
3759,Museus da Universidade do Porto (University of Porto Museums),http://museuvirtual.up.pt/up/oai,museuvirtual.up.pt
3760,MUShare,https://mushare.marian.edu/do/oai/,mushare.marian.edu
3761,Musée royal de Mariemont OAI repository,http://oai.musee-mariemont.be/oai,""
3762,Muğla Sıtkı Koçman University Institutional Repository,http://acikerisim.mu.edu.tr/oai/request,acikerisim.mu.edu.tr
3763,Muğla Üniversitesi Açık Erişim Sistemi,http://acikarsiv.mu.edu.tr/services_oai2/,""
3764,MUṢḤAF: Jurnal Tafsir Berwawasan Keindonesiaan,https://ejournal.unuja.ac.id/index.php/mushaf/oai,oai.ejournal.unuja.ac.id
3765,My Research Journals,http://mripub.in/index.php/index/oai,ojs.myresearchjournals.com
3766,My Research Journals,http://myresearchjournals.com/index.php/index/oai,ojs.myresearchjournals.com
3767,MyResearchJournals.com,http://www.myresearchjournals.com/index.php/index/oai,ojs.pkp.sfu.ca
3768,MyResearchJournals.com,https://www.myresearchjournals.com/index.php/index/oai,ojs.pkp.sfu.ca
3769,Márgenes,http://www.revistas.uma.es/index.php/mgn/oai,revistas.uma.es
3770,Műszaki Szemle,http://ojs.emt.ro/index.php/msz/oai,ojs.ojs.emt.ro
3771,N,http://evoraopacgib.bibliopolis.info/oai/pmh,""
3772,NA,http://arkitekturforskning.net/index.php/na/oai,arkitekturforskning.net
3773,Nagasaki University Repository,http://naosite.lb.nagasaki-u.ac.jp/dspace-oai/request,""
3774,Nagoya Institute of Technology Repository System,http://repo.lib.nitech.ac.jp/dspace-oai/request,""
3775,NAGOYA Repository,http://nagoya.repo.nii.ac.jp/oai,""
3776,Nagoya University of Economics Academic Repository,http://nue.repo.nii.ac.jp/oai,""
3777,naistar (NAIST Academic Repository),http://library.naist.jp/dspace-oai/request,""
3778,NAL Institutional Repository,http://nal-ir.nal.res.in/perl/oai2,nal-ir.nal.res.in
3779,Namik Kemal University Institutional Repository,http://acikerisim.nku.edu.tr/oai/request,acikerisim.nku.edu.tr
3780,Nanoscale Reports,https://journals.eleyon.org/index.php/nr/oai,ojs2.journals.eleyon.org
3781,Nara University of Education Academic Repository,http://dspace.nara-edu.ac.jp:8080/dspace-oai/request,""
3782,Nara University of Education Academic Repository,http://near.nara-edu.ac.jp/dspace-oai/request,""
3783,Nara Women's University Digital Information Repository,http://nwudir.lib.nara-wu.ac.jp/dspace-oai/request,""
3784,NARIMS Documents Repository,http://www.arc.sci.eg/oai/oai.aspx,""
3785,Narims-Publication,http://www.arc.sci.eg:999/oai,rvot.Narims-Publication
3786,Naruto University of Education research result repository,http://www.naruto-u.ac.jp/repository/oai/request,""
3787,National Academic Digital Repository of Ethiopia,http://nadre.ethernet.edu.et/oai2d,nadre.ethernet.edu.et
3788,National Academy of Medical Sciences,http://library.nams.org.np/nams/cgi-bin/oaiserver.cgi,nams
3789,National Chung Hsing University Institutional Repository,http://ir.lib.nchu.edu.tw/oai/request,""
3790,National Institute of Japanese Literature Repository,http://kokubunken.repo.nii.ac.jp/oai,""
3791,National Institute of Polar Research Repository,http://nipr.repo.nii.ac.jp/oai,""
3792,National Journal of Professional Social Work,http://pswjournal.org/index.php/njpsw/oai,ojs2.pswjournal.org
3793,National Library of Australia Digital Object Repository,http://www.nla.gov.au/apps/oaicat/servlet/OAIHandler,nla.gov.au
3794,National Library of Czech Republic - Digitized documents,http://kramerius.nkp.cz/kramerius/oai,kramerius.nkp.cz
3795,National Museum of Ethnology Repository,http://minpaku.repo.nii.ac.jp/oai,""
3796,National Women's Education Center of Japan,http://nwec.repo.nii.ac.jp/oai,""
3797,Natural Health Informer,http://www.naturalhealthinformer.com/harvester/oai,naturalhealthinformer.com
3798,Naturalis Publications,http://dare.uva.nl/cgi/arno/oai/naturalis,""
3799,Nature Precedings,http://precedings.nature.com/oai2,""
3800,Nature Publishing Group Metadata Repository,http://www.nature.com/oai/request,nature.com
3801,Naukovi zapiski HNPU imeni G. S. Skovorodi Literaturoznavstvo,http://journals.hnpu.edu.ua/index.php/literature/oai,ojs.journals.hnpu.edu.ua
3802,Nayoro City University Institutional Repository,http://nayoro.repo.nii.ac.jp/oai,""
3803,Nazhruna: Jurnal Pendidikan Islam,http://e-journal.ikhac.ac.id/index.php/NAZHRUNA/oai,ojs2.e-journal.ikhac.ac.id
3804,NBCLEARN DATA PROVIDER,http://dev-preview.nbclearn.com/oai/provider,nbclearn.com
3805,NCCU LIBRARY,http://thesis.lib.nccu.edu.tw/cgi-bin/cdrfb3/oai.cgi,""
3806,NCSA-EOT Teachers Resource Page,http://eot2003.ncsa.uiuc.edu/oai2.php,eot2003.ncsa.uiuc.edu
3807,NDLScholarship,https://scholarship.law.nd.edu/do/oai/,scholarship.law.nd.edu
3808,NEARI EM REVISTA,https://revistas.faculdadedamas.edu.br/index.php/neari/oai,ojs.faculdadedamas.edu.br
3809,Necmettin Erbakan University Dspace,http://acikerisim.konya.edu.tr/oai/request,acikesisim.konya.edu.tr
3810,Necmettin Erbakan University Institutional Repository,http://acikerisim.erbakan.edu.tr/oai/request,acikerisim.erbakan.edu.tr
3811,NECTAR,http://nectar.northampton.ac.uk/cgi/oai2,nectar.northampton.ac.uk
3812,NEIU Digital Commons,https://neiudc.neiu.edu/do/oai/,neiudc.neiu.edu
3813,Neliti,https://www.neliti.com/oai,""
3814,NEPTUN,https://neptun.unamur.be/s/neptun/oai,neptun.unamur.be
3815,Neptunus,http://puslit2.petra.ac.id/ejournal/index.php/nep/oai,puslit2.petra.ac.id
3816,Neraca: Jurnal Pendidikan Ekonomi,http://journal.umpalangkaraya.ac.id/index.php/neraca/oai,journal.umpalangkaraya.ac.id
3817,NERAKIN Documnets Repository,http://www.nerakin.net/oai/oai2.aspx,""
3818,NetMob Unitn OAI repository,http://laica.science.unitn.it:8080/netbib/oai2/oai2.php,UNITN.Netmob
3819,Neurona Majalah Kedokteran Neuro Sains,http://www.neurona.web.id/servlet/oai,neurona.web.id
3820,New computer technology,http://ccjournals.eu/ojs/index.php/nocote/oai,ojs.ccjournals.eu
3821,New European BauRxiv,https://neweuropeanbaurxiv.eu/index.php/neb/oai,neweuropeanbaurxiv.eu
3822,New Theology Review,http://newtheologyreview.org/index.php/ntr/oai,ojs.lib.ctu.du
3823,New Trends in Mathematical Sciences,http://www.ntmsci.com/ntmsci/ajaxtool/oai,""
3824,Newcastle University ePrint Repository,http://eprint.ncl.ac.uk:9003/,""
3825,Nexo Revista Científica,http://revistas.uni.edu.ni/index.php/Nexo/oai,ojs.revistas.uni.edu.ni
3826,Nexos Econômicos,https://periodicos.ufba.br/index.php/revnexeco/oai,ojs.periodicos.ufba.br
3827,NHI HOSPITALITY INTERNATIONAL JOURNAL,https://journal.stp-bandung.ac.id/index.php/nhij/oai,ojs2.journal.stp-bandung.ac.id
3828,NIFS Repository,http://nifs-repository.repo.nii.ac.jp/oai,""
3829,nifs-k repository,http://repo.lib.nifs-k.ac.jp/dspace-oai/request,""
3830,Nigeria Journal of Pure and Applied Physics,http://journals.futa.edu.ng/index.php/NJPAP/oai,ojs.journals.futa.edu.ng
3831,NII Repository,http://repository.nii.ac.jp/oai,""
3832,Niigata College of Nursing Repository,http://niconurs.repo.nii.ac.jp/oai,""
3833,Niigata College of Nursing Repository,http://repository.niigata-cn.ac.jp/dspace-oai/request,""
3834,Niigata University Academic Repository,https://niigata-u.repo.nii.ac.jp/oai,""
3835,Niigata University Academic Repository ,http://dspace.lib.niigata-u.ac.jp/dspace-oai/request,""
3836,Niigata University of International and Information Studies Repository,http://nuis.repo.nii.ac.jp/oai,""
3837,NIMERTIS,http://nemertes.lis.upatras.gr/dspace-oai/request,""
3838,NIMERTIS,http://nemertes.lis.upatras.gr/oai/request,""
3839,NIMERTIS,http://nemertes.lis.upatras.gr:8081/dspace-oai/request,""
3840,NIOZ Dataverse OAI Archive,https://dataverse.nioz.nl/oai,""
3841,Nirma University Journal of Engineering and Technology,http://nujet.org.in/index.php/nujet/oai,ojs.nujet.org.in
3842,Nirmana,http://puslit2.petra.ac.id/ejournal/index.php/dkv/oai,puslit2.petra.ac.id
3843,NIRS-Repository,http://repo.nirs.go.jp/oai,""
3844,NITTAIDAI Repository,http://nittaidai.repo.nii.ac.jp/oai,""
3845,Niğde Ömer Halisdemir University Institutional Repository,http://acikerisim.nigde.edu.tr/oai/request,acikerisim.nigde.edu.tr
3846,Niğde Ömer Halisdemir University Institutional Repository,http://acikerisim.ohu.edu.tr/oai/request,acikerisim.ohu.edu.tr
3847,Nişantaşı Üniversitesi Açık Erişim,http://openaccess.nisantasi.edu.tr:8080/oai/request,openaccess.nisantasi.edu.tr
3848,NKE Tudásportál,https://tudasportal.uni-nke.hu/oai/request,""
3849,NMT Community Archive,http://dspace.nmt.edu/dspace-oai/request,""
3850,Nodos y Nudos,http://revistas.pedagogica.edu.co/index.php/NYN/oai,pedagogica.edu.co-REVISTAS-UPN-CO
3912,ODEERE,https://periodicos2.uesb.br/index.php/odeere/oai,periodicos.periodicos2.uesb.br
3851,Nonlinear Analysis: Modelling and Control,https://www.journals.vu.lt/nonlinear-analysis/oai,ojs.www4063.vu.lt
3852,Nordic Journal of Francophone Studies/ Revue nordique des études francophones,https://franorfon.org/jms/index.php/up/oai/,ojs.franorfon.org
3853,Nordic Journal of Migration Research,https://journal-njmr.org/jms/index.php/up/oai/,ojs.journal-njmr.org
3854,North Carolina Digital Online Collection of Knowledge and Scholarship,http://libres.uncg.edu/ir/oai/oai.aspx,""
3855,Northeastern University Libraries Digital Collections,http://129.10.107.247/gsdl/cgi-bin/oaiserver.exe,""
3856,Nottingham ePrints,http://eprints.nottingham.ac.uk/cgi/oai2,eprints.nottingham.ac.uk
3857,Nottingham ePrints,http://eprints.nottingham.ac.uk/perl/oai2,eprints.nottingham.ac.uk.OAI2
3858,Nottingham eTheses,http://etheses.nottingham.ac.uk/cgi/oai2,etheses.nottingham.ac.uk
3859,Nottingham eTheses,http://etheses.nottingham.ac.uk/perl/oai2,etheses.nottingham.ac.uk.OAI2
3860,Novel Publications,http://ojs.onghana.org/index.php/index/oai,ojs.onghana.org
3861,Novi Ekonomist,http://www.noviekonomist.info/ojs/oai.html,www.noviekonomist.info
3862,Novo tékhne,http://guayanavirtual.web.ve/novo-tekhne/index.php/NT/oai,ojs.guayanavirtual.web.ve
3863,"Noêma, revue internationale d'études françaises : langue, littérature, culture",https://ejournals.epublishing.ekt.gr/index.php/noema/oai,ejournals.epublishing.ekt.gr
3864,NRC National Science Library - Digital Repository / Bibliothèque‌ scientifique‌ nationale‌ du‌ CNRC - Dépôt numérique,http://oai-pmh.nrc-cnrc.gc.ca/oai/dr-dn,dr-dn.cisti-icist.nrc-cnrc.ca
3865,NRC Publications Archive / Archives des publications du CNRC,http://oai-pmh.nrc-cnrc.gc.ca/oai/ctrl,cisti-icist.nrc-cnrc.ca
3866,NSF Digital Library,http://dl.nsf.ac.lk/oai/request,""
3867,NSTDA Open Repository,https://www.nstda.or.th/openarchive/wp-json/tainacan/v2/oai,openarchive.www.nstda.or.th
3868,nstl union catalog system  Repository,http://www.oai.bcrj.cn:8080/oaicat/OAIHandler,""
3869,NSUWorks,https://nsuworks.nova.edu/do/oai/,nsuworks.nova.edu
3870,NSYSU 3024 Electronic Thesis and Dissertation Collection,http://jenghung.twbbs.org/ETD-db/etddb/oai.pl,jenghung.twbbs.org
3871,Nuansa,http://ejournal.iainbengkulu.ac.id/index.php/nuansa/oai,ojs.ejournal.iainbengkulu.ac.id
3872,Nuansa Akademik: Jurnal Pembangunan Masyarakat,https://jurnal.ucy.ac.id/index.php/nuansaakademik/oai,ojs2.jurnal.ucy.ac.id
3873,NUANSA: Jurnal Penelitian Ilmu Sosial dan Keagamaan Islam,http://ejournal.stainpamekasan.ac.id/index.php/nuansa/oai,ojs.www.ejournal.stainpamekasan.ac.id
3874,Nuris Journal of Education and Islamic Studies,http://journal.nuris.id/index.php/jeis/oai,ojs2.journal.nuris.id
3875,Nuris Journal of Education and Islamic Studies,https://nuris.ac.id/journal/jeis/oai,ojs2.nuris.ac.id
3876,NURSEARCHER (Journal of Nursing & Midwifery Sciences),https://www.nursearcher.com/index.php/nrs/oai,ojs2.www.nursearcher.com
3877,Nusantara Journal of Behavioral and Social Science,https://ukinstitute.org/journals/4/njbss/oai,ojs.ukinstitute.org
3878,NUSANTARA JURNAL - OJS,http://efektor.unpkediri.ac.id/index.php/index/oai,ojs.efektor.unpkediri.ac.id
3879,Nusantara Jurnal of Computer Application,https://ukinstitute.org/journals/3/njca/oai,ojs.ukinstitute.org
3880,NUST Library Special Collections,http://specialcollections.nust.na:8080/greenstone3/oaiserver,specialcollections.nust.na
3881,NWCommons,https://nwcommons.nwciowa.edu/do/oai/,nwcommons.nwciowa.edu
